Plan;Medicamento;Presentacion;Laboratorio;Familia;Principio_Activo;Receta;Porcentaje_Cobertura;Es_Cronica;Enfermedad;Requiere_Empadronamiento
SC250,SC300,SC500,SC550, SC600, SC4000;PANTUS IV;40 mg IV f.a.liof.x 1;BALIARDA S.A.;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PANTUS 40;40 mg sob.x 30;BALIARDA S.A.;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PANTUS 40;40mg comp.rec.gastr.x 15;BALIARDA S.A.;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PANTUS 40;40mg comp.rec.gastr.x 30;BALIARDA S.A.;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PANTOP 20;blist.comp.x 14;RAFFO;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PANTOP 20;blist.comp.x 28;RAFFO;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PANGEST 20;comp.rec.x 15;BETA S.A.;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PANGEST;comp.rec.x 15;BETA S.A.;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PEPTAZOL 20;comp.rec.x 15;MONTPELLIER S.A.  QUIMICA;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PANGEST 20;comp.rec.x 30;BETA S.A.;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PANGEST;comp.rec.x 30;BETA S.A.;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PEPTAZOL 20;comp.rec.x 30;MONTPELLIER S.A.  QUIMICA;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PANTOP 40;comp.x 14;RAFFO;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PEPTAZOL 40;comp.x 15;MONTPELLIER S.A.  QUIMICA;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PANTOP 40;comp.x 28;RAFFO;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PANTOMETYL 20;comp.x 30;SANITAS ARG. S.A.;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PANTOMETYL 40;comp.x 30;SANITAS ARG. S.A.;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PEPTAZOL 40;comp.x 30;MONTPELLIER S.A.  QUIMICA;ANTIULCEROSO;PANTOPRAZOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PANTUSEC;20mg comp.rec.gastr.x 30;BALIARDA S.A.;ANTIULCEROSO;PANTOPRAZOL MAGNESICO;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;GASTROMAX MAGNESICO;40 mg comp.x 30;GADOR S.A.;ANTIULCEROSO;PANTOPRAZOL MAGNESICO;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TECTA;40 mg comp.x 30;RAFFO;ANTIULCEROSO;PANTOPRAZOL MAGNESICO;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PANTUSEC;40mg comp.rec.gastr.x 30;BALIARDA S.A.;ANTIULCEROSO;PANTOPRAZOL MAGNESICO;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PARACETAMOL LAZAR;1 g comp.x 30;LAZAR Y CIA. S.A.Q. E I.;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;GENIOL;1g blister x 8 comp.;PHOENIX-ELEA;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;GENIOL;1g comp. x 56;PHOENIX-ELEA;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;GENIOL;1g fco.comp. x 50;PHOENIX-ELEA;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;FIEBROLEX;2% sol.x 120 ml;SAVANT GENER;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;NODIPIR;10g% gts.x 20 ml;KLONAL S.R.L.;ANALGÉSICO ANTIINFLAM.;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PARACETAMOL LAFEDAR;500 mg comp.x 20;LAFEDAR;ANALGÉSICO;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CESTROPAN;500 mg comp.x 20;RONNET LABORATOIRES S.A.;ANALGÉSICO ANTIINFLAM.;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PARACETAMOL 1 GRAMO;1000 mg comp.x 24;ISA - INST SEROTERAPICO ARG SA;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PARACETAMOL RAFFO 1 G;comp.ran.x 10;RAFFO;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TAFIROL 1 G;comp.ran.x 24;GENOMMA LAB.;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PARACETAMOL SCHAFER 1 G;comp.ran.x 30;LABORATORIO SCHAFER SA;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TAFIROL 1 G;comp.ran.x 50;GENOMMA LAB.;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PARACETAMOL SCHAFER 1 G;comp.ran.x 60;LABORATORIO SCHAFER SA;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TAFIROL 1 G;comp.ran.x 80;GENOMMA LAB.;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ROLFITA;gotas x 20 ml;HLB PHARMA;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PARACETAMOL FECOFAR;gts.x 20 ml;FECOFAR COOP. LTDA.;ANALGÉSICO ANTIINFLAM.;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PARACETAMOL LAZAR;gts.x 20 ml;LAZAR Y CIA. S.A.Q. E I.;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PARACETAMOL MONSERRAT Y ECLAIR;gts.x 20 ml;MONSERRAT Y ECLAIR S.A.;ANALGÉSICO ANTIINFLAM.;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TERMOFREN;gts.x 20 ml;ROEMMERS;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PARACETAMOL SANT GALL FRIBURG;gts.x 20 ml;SANT GALL;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PARACETAMOL LAFEDAR;gts.x 20 ml;LAFEDAR;ANALGÉSICO;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TERMOFREN;sol.x 120 ml;ROEMMERS;ANALGÉSICO ANTIFEBRIL;PARACETAMOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;DECIDEX COMPUESTO;caps.x 10;ROEMMERS;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+CLORFENIRAMINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TABCIN COMPUESTO;caps.x 12;BAYER CONSUMER;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+CLORFENIRAMINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TABCIN COMPUESTO;caps.x 20;BAYER CONSUMER;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+CLORFENIRAMINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;DECIDEX COMPUESTO GRIP;comp.rec.x 10;ROEMMERS;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+CLORFENIRAMINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;FEBRIGRIP;comp.rec.x 16;MONSERRAT Y ECLAIR S.A.;ANTIGRIPAL;PARACETAMOL+CLORFENIRAMINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;DECIDEX COMPUESTO GRIP;comp.rec.x 20;ROEMMERS;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+CLORFENIRAMINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;FACTOR ANTIGRIPAL ILAB;comp.x 10;INMUNOLAB S.A.;ANTIGRIPAL;PARACETAMOL+CLORFENIRAMINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;DUFLEGRIP;comp.x 20;FECOFAR COOP. LTDA.;ANTIGRIPAL;PARACETAMOL+CLORFENIRAMINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;DECIDEX COMPUESTO;gts.x 30 ml;ROEMMERS;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+CLORFENIRAMINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;FACTOR ANTIGRIPAL ILAB;jbe.x 90 ml;INMUNOLAB S.A.;ANTIGRIPAL;PARACETAMOL+CLORFENIRAMINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;DUFLEGRIP;jbe.x 100 ml;FECOFAR COOP. LTDA.;ANTIGRIPAL;PARACETAMOL+CLORFENIRAMINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;DECIDEX COMPUESTO;sol.x 100 ml;ROEMMERS;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+CLORFENIRAMINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CORIZINA CETUS;grag.x 12;CETUS S.R.L.;ANTIGRIPAL;PARACETAMOL+DIFENHIDRAMINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;MULTIN;comp.rec. x 10;LAZAR Y CIA. S.A.Q. E I.;ANALGÉSICO ANTIFEBRIL;PARACETAMOL+DIPIRONA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;MULTIN;comp.rec. x 20;LAZAR Y CIA. S.A.Q. E I.;ANALGÉSICO ANTIFEBRIL;PARACETAMOL+DIPIRONA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;MULTIN;gts.x 20 ml;LAZAR Y CIA. S.A.Q. E I.;ANALGÉSICO ANTIFEBRIL;PARACETAMOL+DIPIRONA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;MULTIN;jbe.x 120 ml;LAZAR Y CIA. S.A.Q. E I.;ANALGÉSICO ANTIFEBRIL;PARACETAMOL+DIPIRONA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;DIOXADOL;sol.x 30 ml;MONTPELLIER S.A.  QUIMICA;ANALGÉSICO;PARACETAMOL+DIPIRONA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;LABSANUCLEO GRIP;comp.x 10;LABSA;ANTIALÉRGICO DESCONGESTIVO;PARACETAMOL+FENILEFRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CORTAGRIP C;sob.x 1;OMICRON;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+FENILEFRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CORTAGRIP C;sob.x 30;OMICRON;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+FENILEFRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;DUOMAX;comp.x 10;SIDUS S.A.;ANALGÉSICO;PARACETAMOL+IBUPROFENO;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;DUOMAX;comp.x 20;SIDUS S.A.;ANALGÉSICO;PARACETAMOL+IBUPROFENO;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;JOKER FLEX;comp. x 30;TRB-PHARMA;ANALGÉSICO MIORRELAJ.;PARACETAMOL+ORFENADRINA;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;DAYGRIP PLUS;comp.rec. x 10;LAFEDAR;ANALGÉSICO ANTIHISTAMÍNICO;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PREDUAL;comp.rec. x 20;EUROFARMA ARGENTINA S.A.;DESCONGESTIVO ANTIHISTAMÍNICO;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TAVINEX ANTIGRIPAL NF;comp.rec.x 8;BIOSINTEX RETAIL;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;QURA PLUS;comp.rec.x 10;LABORATORIOS BERNABO S.A.;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CORIS GRIP;comp.rec.x 10;MICROSULES ARGENTINA S.A.;ANTIGRIPAL;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PULMONIX GRIP;comp.rec.x 10;BIOTENK S.A.;ANTIGRIPAL;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TERMOGRIP;comp.rec.x 10;RONNET LABORATOIRES S.A.;ANTIGRIPAL;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TAVINEX ANTIGRIPAL NF;comp.rec.x 16;BIOSINTEX RETAIL;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;QURA;comp.rec.x 20;LABORATORIOS BERNABO S.A.;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;REFRIANEX COMPUESTO;comp.rec.x 20;MONTPELLIER S.A.  QUIMICA;ANTIGRIPAL;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PARACETAMOL GRIP NF;comp.rec.x 20;RAFFO;ANTIGRIPAL ANTIHISTAMÍNICO;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;GRIPABEN PLUS;comp.rec.x 20;SAVANT RETAI;ANTIGRIPAL;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;QURA PLUS;comp.rec.x 20;LABORATORIOS BERNABO S.A.;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PULMONIX GRIP;comp.rec.x 20;BIOTENK S.A.;ANTIGRIPAL;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TERMOGRIP;comp.rec.x 30;RONNET LABORATOIRES S.A.;ANTIGRIPAL;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;RUPEDIOL;comp.x 10;DUNCAN  S.C.A.;ANALGÉSICO ANTIGRIPAL;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CORTAGRIP;comp.x 10;OMICRON;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;REFRIANEX;comp.x 20;MONTPELLIER S.A.  QUIMICA;ANTIGRIPAL;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;NEXT PLUS;comp.x 20;GENOMMA LAB.;ANTIGRIPAL ANTIHISTAMÍNICO;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;CORTAGRIP;comp.x 20;OMICRON;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;GRIPABEN SOLUCION ORAL;env.x 100 ml;SAVANT RETAI;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PULMONIX GRIP JARABE;jbe x 100 ml;BIOTENK S.A.;ANTIGRIPAL;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PREDUAL;jbe.x 100 ml;EUROFARMA ARGENTINA S.A.;DESCONGESTIVO ANTIHISTAMÍNICO;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;QURA PLUS;jbe.x 100 ml;LABORATORIOS BERNABO S.A.;ANALGÉSICO DESCONGESTIVO;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;REFRIANEX;jbe.x 100 ml;MONTPELLIER S.A.  QUIMICA;ANTIGRIPAL;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;REFRIANEX COMPUESTO;jbe.x 100 ml;MONTPELLIER S.A.  QUIMICA;ANTIGRIPAL;PARACETAMOL+PSEUDOEFEDRINA+ASOC.;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;BIOCALCITOL;5 mcg a.x 5;BIOPROFARMA S.A.;ANÁLOGO SINTÉTICO DE VITAMINA D;PARICALCITOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PARITOL;5 mcg f.a. x 5;TUTEUR S.A.C.I.F.I.A.;ANÁLOGO SINTÉTICO DE VITAMINA D;PARICALCITOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PARICALCITOL SANDOZ;5 mcg f.a. x 5 x 1 ml;SANDOZ S.A.;ANTIPARATIROIDEO;PARICALCITOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;ZEMPLAR;5 mcg vial x 5 x 1 ml;ABBVIE SA;ANÁLOGO SINTÉTICO DE VITAMINA D;PARICALCITOL;VENTA BAJO RECETA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PONDERA 10;10 mg comp.rec.x 30;EUROFARMA ARGENTINA S.A.;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;MEPLAR 10;10 mg comp.rec.x 30;BALIARDA S.A.;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PSICOASTEN 10 MG;10 mg comp.rec.x 30;BETA S.A.;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TIARIX 10;10 mg comp.rec.x 30;CASASCO S.A.I.C.;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PAROXIN;10 mg comp.rec.x 30;ROSPAW;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TIOARI;10 mg comp.x 30;HLB PHARMA;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PSICOASTEN LC;12.5 mg comp.rec.x 30;BETA S.A.;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;XILANIC RETARD;12.5 mg comp.x 10;SIEGFRIED S.A.;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;TIARIX CR;12.5 mg comp.x 30;CASASCO S.A.I.C.;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PAXIL CR;12.5 mg comp.x 30;GSK BIOPHARMA ARGENTINA S.A.;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;MEPLAR LC 12.5;12.5mg comp.lib.cont.x30;BALIARDA S.A.;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;MEPLAR 20;20 mg comp.rec.x 10;BALIARDA S.A.;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;MIXEGAN;20 mg comp.rec.x 10;LEPETIT PHARMA SA;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;OPTIPAR;20 mg comp.rec.x 30;ARISTON S.A.I.C.F.;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PONDERA 20;20 mg comp.rec.x 30;EUROFARMA ARGENTINA S.A.;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PSICOASTEN;20 mg comp.rec.x 30;BETA S.A.;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;AROPAX;20 mg comp.rec.x 30;GSK BIOPHARMA ARGENTINA S.A.;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;AFENEXIL;20 mg comp.rec.x 30;TEMIS LOSTALO;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PAROXIN;20 mg comp.rec.x 30;ROSPAW;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;PAROXETINA LEPRET;20 mg comp.rec.x 30;PRETORIA;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;MEPLAR 20;20 mg comp.rec.x 30;BALIARDA S.A.;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
SC250,SC300,SC500,SC550, SC600, SC4000;MIXEGAN;20 mg comp.rec.x 30;LEPETIT PHARMA SA;ANTIDEPRESIVO;PAROXETINA;VENTA BAJO RECETA ARCHIVADA;40;NO;;NO
